Version,Timestamp,Score,MaxTile,TimeSpent,TurnsPerSecond,TurnsTotal,Down %,Right %,Up %,Left %,Garden,Note
0.0.6,02May2014 01:34:58,3012,256,01:25,3.0,255,61.6,31.8,6.7,0.0,[  2   4   8  16   4   8  16  32   8  16  32 128  16   2  16 256],
0.0.6,02May2014 01:51:44,2944,256,01:52,2.3,258,60.9,32.6,6.6,0.0,[  2   4   8  16  16   8  16  32   4  16  32  64   2  32  64 256],
0.0.8,02May2014 01:55:39,3492,256,02:13,2.2,293,56.7,34.1,9.2,0.0,[  2   4   8  16   4   2  32  64   8  16  64 128   2  32   4 256],
0.0.8,02May2014 01:57:53,2264,128,01:36,2.26,217,59.4,30.0,10.6,0.0,[  2   4   8  16   8   2  16  32   2  16  32 128  16  64 128   4],
0.0.8,02May2014 01:59:34,1164,64,00:57,2.42,138,60.1,33.3,6.5,0.0,[ 2  4  8 16  4  8 16 32  8 16 32 64  2 32 64  4],
0.0.8,02May2014 02:04:38,5640,512,03:00,2.21,397,59.4,31.7,8.8,0.0,[  2   4   8  16   4   8  16  64   8  32  64 128   2   4   8 512],
0.0.8,02May2014 02:06:40,1656,128,01:16,2.32,176,59.1,31.8,9.1,0.0,[  2   4   8  16   4   8  16  32   8  16  32 128   4  32  64  16],
0.0.8,02May2014 02:08:52,1380,128,01:04,2.27,145,55.9,35.2,8.3,0.7,[  2   4   8  16   4  16  32   8   8  64 128   2   2  16   4   8],
0.0.8,02May2014 02:11:22,2136,128,01:29,2.27,202,55.0,37.1,7.9,0.0,[  4   2   8  16  16   8  16  32   4   2  64 128   2  16 128   2],
0.0.8,02May2014 19:39:28,3348,256,01:40,2.83,283,58.0,32.9,9.2,0.0,[2 4 8 16 - 4 8 16 32 - 8 16 32 64 - 2 32 128 256 ],
0.0.8,02May2014 19:43:40,1696,128,00:59,2.97,175,56.6,34.9,8.6,0.0,[2 4 8 4 - 4 8 64 16 - 8 32 16 64 - 16 2 8 128],
0.0.9,02May2014 20:48:37,3432,256,01:53,2.55,288,61.1,29.2,9.7,0.0,[2 4 8 32 - 4 8 16 128 - 8 16 64 256 - 4 64 8 16],
0.0.9,02May2014 20:52:11,2616,256,01:20,2.86,229,56.3,35.8,7.9,0.0,[2 4 8 16 - 4 8 16 32 - 8 32 4 64 - 2 16 32 256],
0.0.9,03May2014 01:38:12,3236,256,01:52,2.42,271,0.0,10.7,36.2,53.1,[8 256 32 16 - 128 64 16 8 - 16 32 8 4 - 2 8 4 2],
0.1.0,03May2014 01:44:37,3288,256,01:58,2.28,269,0.0,8.2,36.4,55.4,[16 64 256 16 - 8 128 64 8 - 4 16 8 4 - 2 8 4 2],
0.1.0,03May2014 01:52:05,700,64,00:38,2.47,94,1.1,8.5,36.2,54.3,[4 2 4 2 - 8 64 32 16 - 4 32 16 4 - 2 8 4 2],
0.1.0,03May2014 01:53:29,1504,128,01:09,2.32,160,0.0,9.4,32.5,58.1,[64 128 32 16 - 16 2 16 8 - 4 32 8 4 - 2 8 4 2],
0.1.0,03May2014 11:52:16,1488,128,01:08,2.28,155,32.3,57.4,0.0,10.3,[2 4 8 2 - 4 8 32 8 - 8 16 64 32 - 16 128 16 2],
0.1.0,03May2014 11:54:22,2504,256,01:30,2.37,213,39.9,50.2,0.0,9.9,[2 16 4 2 - 4 8 32 4 - 8 16 64 8 - 16 32 16 256],
0.1.0,03May2014 11:55:46,668,64,00:38,2.42,92,55.4,39.1,0.0,5.4,[2 4 16 4 - 4 16 8 2 - 2 4 16 32 - 8 16 64 8],
0.1.0,03May2014 12:01:12,3212,256,01:50,2.43,267,54.3,37.1,0.0,8.6,[4 2 16 2 - 2 16 32 4 - 8 64 2 8 - 16 32 128 256],
0.1.0,03May2014 12:11:03,3604,256,02:17,2.22,304,49.0,41.8,0.0,9.2,[2 4 16 2 - 4 8 32 64 - 8 32 128 4 - 16 64 256 32],
0.1.0,03May2014 12:17:04,4688,512,02:15,2.35,317,38.5,52.1,0.0,9.5,[2 4 2 4 - 4 8 4 2 - 8 16 32 16 - 16 32 64 512],
0.1.0,03May2014 14:30:39,1792,128,01:15,2.44,183,33.3,57.9,0.0,8.7,[2 4 2 16 - 4 8 32 4 - 8 32 64 8 - 16 64 128 16],
0.1.0,03May2014 14:44:58,7176,512,05:01,1.64,493,33.5,39.6,12.2,14.8,[2 8 256 4 - 4 16 32 8 - 64 8 512 128 - 2 4 32 16],
0.1.1,03May2014 14:55:37,6796,512,04:02,1.95,471,32.1,40.6,13.4,14.0,[2 64 8 2 - 4 32 256 32 - 8 64 512 8 - 4 32 4 2],
0.1.1,03May2014 15:00:09,6848,512,03:10,2.42,460,31.7,40.2,13.3,14.8,[2 4 32 2 - 32 16 512 8 - 8 256 128 2 - 2 4 16 8],
0.1.1,03May2014 15:10:56,4900,256,02:38,2.36,373,33.0,38.1,13.1,15.8,[2 32 2 4 - 4 8 64 8 - 16 256 16 128 - 4 32 256 2],
0.1.1,03May2014 15:14:49,3436,256,01:57,2.45,287,11.1,15.3,33.1,40.4,[16 2 16 2 - 64 256 64 4 - 16 128 16 8 - 2 32 2 4],
0.1.1,03May2014 15:49:04,3104,256,01:43,2.49,256,12.1,14.8,30.9,42.2,[4 16 8 2 - 128 64 256 16 - 4 16 32 8 - 2 8 4 2],
0.1.1,03May2014 15:51:48,3428,256,01:50,2.55,281,53.0,29.2,4.3,13.5,[2 8 32 2 - 16 128 2 4 - 64 256 64 8 - 4 32 8 2],
0.1.1,03May2014 16:16:19,7436,512,03:43,2.24,499,14.0,15.8,32.1,38.1,[512 8 2 8 - 128 2 256 2 - 8 128 16 4 - 2 32 8 2],
0.1.1,03May2014 16:20:24,7200,512,03:30,2.38,500,15.4,8.4,32.0,44.2,[512 8 4 2 - 32 128 64 8 - 16 32 256 4 - 2 4 16 2],
0.1.1,03May2014 16:44:26,3820,256,01:57,2.5,292,18.8,15.1,29.8,36.3,[2 16 4 256 - 32 4 16 2 - 8 16 256 8 - 2 4 8 2],
0.1.1,03May2014 16:46:56,3116,256,01:46,2.45,260,13.1,8.1,33.5,45.4,[4 64 16 2 - 16 8 32 4 - 4 16 8 128 - 256 4 2 4],
0.1.1,03May2014 16:55:53,6472,512,03:22,2.19,442,13.1,19.0,32.1,35.7,[4 16 8 4 - 32 64 256 32 - 16 512 8 4 - 2 4 16 2],
0.1.1,03May2014 19:30:15,6456,512,03:20,2.21,442,14.5,15.8,29.4,40.3,[2 64 8 2 - 8 16 512 32 - 4 256 8 4 - 2 16 32 2],
0.1.1,03May2014 19:56:22,2492,256,01:27,2.47,215,15.3,14.9,30.2,39.5,[2 16 8 2 - 8 256 32 16 - 4 64 4 32 - 2 8 16 2],
0.1.1,03May2014 20:04:33,1600,128,01:06,2.44,161,25.5,19.9,24.2,30.4,[8 2 4 2 - 2 64 16 4 - 64 8 32 8 - 2 128 8 4],
0.1.1,04May2014 01:17:05,5700,512,03:06,2.14,398,10.6,21.6,35.2,32.7,[2 4 32 8 - 64 128 16 4 - 2 32 512 64 - 16 4 2 4],
0.1.1,04May2014 21:10:34,5688,512,02:51,2.33,398,15.1,16.8,32.2,35.9,[4 32 2 8 - 64 512 64 4 - 8 128 32 2 - 2 4 16 8],
0.1.1,04May2014 21:21:19,3296,256,02:07,2.12,269,19.7,21.2,27.5,31.6,[64 8 2 4 - 2 16 256 16 - 16 64 128 4 - 4 2 16 2],
0.1.1,04May2014 22:54:39,7280,512,05:08,1.66,510,15.3,13.3,30.8,40.6,[16 32 2 8 - 256 128 16 32 - 16 64 512 8 - 2 4 16 2],
0.1.1,04May2014 23:01:20,6164,512,02:58,2.43,433,9.9,17.6,37.6,34.9,[512 4 128 4 - 16 32 64 32 - 4 128 16 8 - 2 8 4 2],
0.1.1,04May2014 23:18:47,5476,512,02:43,2.35,383,12.3,17.5,34.7,35.5,[8 16 32 512 - 2 128 64 16 - 8 32 16 8 - 2 8 4 2],
0.1.1,04May2014 23:27:13,4748,256,02:28,2.51,371,12.7,15.9,33.4,38.0,[2 32 4 2 - 8 256 8 32 - 4 128 16 4 - 256 32 8 2],
0.1.1,04May2014 23:32:43,2780,256,01:17,2.91,224,8.9,8.0,37.9,45.1,[256 8 2 4 - 2 16 128 16 - 4 32 16 8 - 2 8 4 2],
0.1.1,04May2014 23:35:18,5384,512,03:52,1.6,371,17.5,12.7,32.3,37.5,[2 16 8 2 - 4 64 128 4 - 2 32 8 32 - 512 8 4 2],
0.1.1,04May2014 23:38:52,6912,512,07:26,1.03,461,13.0,12.4,30.4,44.3,[4 2 8 2 - 2 16 128 4 - 8 64 256 8 - 512 16 4 2],
0.1.2,06May2014 02:01:40,6832,512,03:22,2.32,468,12.2,12.2,36.1,39.5,[16 2 16 2 - 2 32 128 4 - 8 16 256 8 - 2 4 8 512],first note from args to csv
0.1.2,06May2014 02:07:06,7076,512,03:25,2.37,485,11.8,14.0,32.8,41.4,[4 2 8 2 - 2 128 32 256 - 8 16 64 16 - 512 8 4 2],2nd note from args to csv
0.1.2,06May2014 02:09:05,3472,256,05:24,0.89,287,8.7,10.5,36.9,43.9,[256 32 16 2 - 8 64 32 4 - 4 128 64 2 - 2 8 16 8],2nd note from args to csv
0.1.3,06May2014 15:00:32,5432,512,02:31,2.54,383,14.1,15.1,32.4,38.4,[2 8 4 2 - 8 4 32 8 - 4 128 64 16 - 512 32 4 2],
0.1.3,09May2014 01:23:48,3644,256,01:46,2.83,300,20.0,15.0,26.3,38.7,[2 8 4 2 - 128 16 32 16 - 256 128 8 4 - 2 4 32 2],
0.1.3,09May2014 01:27:24,7152,512,05:22,1.52,489,9.0,10.4,34.8,45.8,[512 2 32 2 - 32 4 64 4 - 16 128 256 16 - 4 2 8 2],
0.1.3,09May2014 23:25:08,6300,512,03:28,2.04,424,12.5,19.3,34.2,34.0,[4 32 4 512 - 8 64 16 8 - 4 256 8 2 - 2 8 2 4],
0.1.3,09May2014 23:31:55,12452,1024,05:24,2.32,752,16.1,14.5,31.6,37.8,[32 16 4 2 - 4 256 16 8 - 64 128 64 4 - 1024 16 8 2],
0.1.3,09May2014 23:35:37,6500,512,03:12,2.3,442,15.4,15.2,30.3,39.1,[512 4 2 32 - 32 64 8 4 - 4 2 256 16 - 32 8 4 2],
0.1.3,09May2014 23:43:24,11204,512,05:14,2.33,732,14.8,12.0,32.5,40.7,[32 4 32 2 - 128 512 256 8 - 4 64 16 4 - 512 16 8 2],
0.1.4,10May2014 00:57:21,3476,256,01:56,2.46,285,16.5,12.3,28.8,42.5,[16 64 4 32 - 32 128 256 2 - 4 16 64 16 - 2 8 4 2],
0.1.4,10May2014 01:00:06,5360,512,02:45,2.26,373,12.3,15.5,34.6,37.5,[512 8 4 2 - 16 2 64 16 - 2 32 128 4 - 4 16 8 2],
0.1.4,10May2014 01:06:40,10760,1024,04:07,2.63,649,16.3,14.5,30.2,39.0,[4 64 4 1024 - 16 128 32 16 - 8 64 16 8 - 2 8 2 4],
0.1.4,10May2014 01:10:52,3416,256,02:02,2.34,286,15.4,12.9,29.7,42.0,[16 2 8 4 - 4 256 128 16 - 64 16 64 4 - 4 32 8 2],garbage collector test
0.1.4,10May2014 01:13:35,5116,256,02:42,2.44,395,16.2,10.1,32.7,41.0,[256 8 2 4 - 16 64 256 32 - 8 128 64 4 - 2 4 16 2],garbage collector test
0.1.4,10May2014 01:36:19,7280,512,03:02,2.79,507,15.6,14.0,31.6,38.9,[512 4 16 4 - 32 128 32 8 - 8 64 256 4 - 2 32 8 2],comma   remover quick   test
0.1.4,10May2014 02:23:46,3164,256,02:39,1.64,260,16.2,10.0,29.6,44.2,[2 32 4 2 - 4 128 64 8 - 2 32 16 2 - 256 16 8 4],
0.1.4,10May2014 02:34:56,12944,1024,05:56,2.21,787,9.4,20.3,35.7,34.6,[2 256 8 1024 - 16 64 128 32 - 128 32 8 4 - 2 8 4 2],
0.1.5,10May2014 03:13:14,5744,512,02:30,2.63,394,12.2,14.7,33.0,40.1,[512 4 2 4 - 2 16 128 2 - 8 128 32 8 - 2 4 16 2],batch of 100 test
0.1.5,10May2014 03:16:28,7268,512,03:13,2.63,508,17.3,9.4,29.3,43.9,[16 8 4 2 - 4 128 32 16 - 16 256 64 4 - 512 32 16 2],batch of 100 test
0.1.5,10May2014 03:18:29,3912,256,02:00,2.65,318,12.9,15.7,36.5,34.9,[8 4 128 256 - 2 16 64 32 - 4 128 32 8 - 2 16 4 2],batch of 100 test
0.1.5,10May2014 03:21:42,7240,512,03:12,2.59,498,7.8,13.3,35.3,43.6,[512 2 8 2 - 32 64 32 4 - 4 128 256 32 - 2 8 16 4],batch of 100 test
0.1.5,10May2014 03:23:33,3848,256,01:50,2.71,298,15.8,14.1,28.5,41.6,[16 8 2 256 - 4 32 8 2 - 16 256 16 8 - 4 8 4 2],batch of 100 test
0.1.5,10May2014 03:28:24,12192,1024,04:50,2.51,729,12.8,16.6,31.0,39.6,[128 2 4 2 - 32 256 32 8 - 4 1024 64 2 - 2 8 2 16],batch of 100 test
0.1.5,10May2014 03:29:58,3300,256,01:33,2.97,276,5.8,17.8,40.9,35.5,[256 8 2 32 - 16 32 128 8 - 8 64 16 4 - 2 4 32 2],batch of 100 test
0.1.5,10May2014 03:32:47,6848,512,02:48,2.74,461,11.9,17.6,34.5,36.0,[512 2 32 2 - 4 8 256 8 - 2 32 16 4 - 4 16 128 2],batch of 100 test
0.1.5,10May2014 03:34:17,3156,256,01:29,2.94,262,13.4,19.8,31.3,35.5,[4 2 64 4 - 2 8 128 8 - 32 256 8 32 - 4 16 4 2],batch of 100 test
0.1.5,10May2014 03:37:46,8864,512,03:28,2.77,576,16.7,12.5,29.9,41.0,[2 16 4 2 - 4 32 512 32 - 32 64 16 4 - 512 16 8 2],batch of 100 test
0.1.5,10May2014 03:39:54,5312,512,02:07,2.84,361,8.9,17.2,37.7,36.3,[2 16 8 4 - 128 512 32 2 - 4 64 16 8 - 2 16 4 2],batch of 100 test
0.1.5,10May2014 03:43:08,7508,512,03:13,2.72,524,10.3,15.5,33.6,40.6,[2 16 64 16 - 32 128 256 8 - 64 512 32 2 - 2 4 16 4],batch of 100 test
0.1.5,10May2014 03:44:41,3292,256,01:32,2.98,274,13.5,12.8,31.8,42.0,[256 32 16 2 - 4 8 128 32 - 32 64 16 8 - 2 8 4 2],batch of 100 test
0.1.5,10May2014 03:46:20,3348,256,01:38,2.8,274,14.6,7.3,30.7,47.4,[8 2 4 256 - 64 128 32 16 - 2 8 16 4 - 4 2 64 2],batch of 100 test
0.1.5,10May2014 03:48:12,3776,256,01:52,2.7,302,9.3,13.9,38.4,38.4,[2 4 2 4 - 16 256 32 128 - 8 128 64 16 - 2 4 2 4],batch of 100 test
0.1.5,10May2014 03:50:57,6508,512,02:44,2.75,451,11.1,17.5,35.7,35.7,[512 16 4 2 - 32 256 64 16 - 8 4 32 2 - 4 16 8 4],batch of 100 test
0.1.5,10May2014 03:53:38,6408,512,02:40,2.74,438,13.5,14.2,33.3,39.0,[2 32 16 2 - 4 64 256 8 - 16 4 16 4 - 512 16 8 2],batch of 100 test
0.1.5,10May2014 03:56:26,6732,512,02:47,2.77,463,12.1,16.8,32.4,38.7,[2 8 4 2 - 64 256 16 32 - 4 16 64 8 - 2 4 32 512],batch of 100 test
0.1.5,10May2014 03:58:26,4188,256,01:59,2.75,327,14.4,13.1,32.1,40.4,[256 32 8 4 - 8 64 16 2 - 4 8 256 8 - 2 32 4 2],batch of 100 test
0.1.5,10May2014 04:00:20,3920,256,01:53,2.82,319,14.1,10.3,33.2,42.3,[8 4 2 32 - 32 64 16 8 - 4 16 128 4 - 256 128 8 2],batch of 100 test
0.1.5,10May2014 04:01:32,2184,128,01:11,2.9,206,15.0,19.4,31.6,34.0,[4 32 4 128 - 2 64 128 16 - 8 16 32 8 - 4 8 4 2],batch of 100 test
0.1.5,10May2014 04:04:23,7016,512,02:50,2.81,477,10.3,14.5,33.5,41.7,[2 8 2 8 - 4 128 16 512 - 16 256 64 16 - 2 16 8 4],batch of 100 test
0.1.5,10May2014 04:05:53,3164,256,01:29,2.92,260,12.7,16.5,31.5,39.2,[4 32 4 16 - 2 8 256 2 - 64 32 128 4 - 2 16 8 2],batch of 100 test
0.1.5,10May2014 04:08:08,5324,512,02:13,2.77,369,11.1,16.0,36.3,36.6,[2 16 32 4 - 4 512 128 16 - 2 8 64 4 - 4 2 8 2],batch of 100 test
0.1.5,10May2014 04:11:23,7608,512,03:14,2.71,525,12.2,17.3,33.3,37.1,[4 8 4 512 - 128 256 128 32 - 8 32 16 8 - 2 8 4 2],batch of 100 test
0.1.5,10May2014 04:14:28,7464,512,03:05,2.82,521,14.0,11.1,30.7,44.1,[4 2 32 2 - 32 256 16 8 - 8 128 8 64 - 512 64 4 2],batch of 100 test
0.1.5,10May2014 04:17:27,7084,512,02:58,2.74,488,16.8,18.9,28.3,36.1,[2 256 4 2 - 16 64 8 4 - 2 32 128 16 - 8 4 2 512],batch of 100 test
0.1.5,10May2014 04:18:58,3200,256,01:29,3.01,268,8.6,18.3,34.3,38.8,[16 32 8 2 - 128 2 256 32 - 8 64 16 4 - 2 4 8 2],batch of 100 test
0.1.5,10May2014 04:20:36,3244,256,01:37,2.76,268,11.6,18.7,30.6,39.2,[2 32 256 2 - 64 4 16 32 - 8 128 8 4 - 2 4 32 2],batch of 100 test
0.1.5,10May2014 04:21:43,1680,128,01:06,2.59,171,11.7,14.0,31.0,43.3,[2 4 16 8 - 8 64 128 64 - 16 32 16 8 - 2 8 4 2],batch of 100 test
0.1.5,10May2014 04:24:10,5144,256,02:26,2.73,399,15.8,12.3,32.1,39.8,[8 256 8 2 - 64 128 64 8 - 32 8 16 4 - 256 16 8 2],batch of 100 test
0.1.5,10May2014 04:27:06,7124,512,02:55,2.78,487,10.9,16.6,33.1,39.4,[2 4 8 2 - 256 64 128 4 - 4 16 512 32 - 2 32 4 2],batch of 100 test
0.1.5,10May2014 04:29:23,5672,512,02:16,2.95,401,15.7,12.5,30.9,40.9,[32 2 16 8 - 8 128 64 4 - 4 512 16 2 - 2 16 64 8],batch of 100 test
0.1.5,10May2014 04:32:24,7228,512,03:00,2.79,503,8.9,11.3,37.4,42.3,[512 2 16 2 - 16 32 8 4 - 4 64 256 32 - 2 16 128 2],batch of 100 test
0.1.5,10May2014 04:35:36,7636,512,03:11,2.74,524,12.6,12.6,31.5,43.3,[2 128 2 16 - 16 4 512 32 - 8 128 256 16 - 4 32 8 2],batch of 100 test
0.1.5,10May2014 04:38:17,6728,512,02:40,2.79,447,16.3,17.0,29.5,37.1,[2 8 4 2 - 4 16 256 128 - 8 32 16 2 - 2 4 8 512],batch of 100 test
0.1.5,10May2014 04:41:15,7136,512,02:57,2.8,495,13.3,16.4,33.1,37.2,[512 16 128 2 - 256 8 16 32 - 4 64 8 4 - 2 8 16 2],batch of 100 test
0.1.5,10May2014 04:44:25,7800,512,03:09,2.85,538,16.2,9.9,30.7,43.3,[8 2 16 2 - 256 128 64 8 - 4 512 32 4 - 2 128 16 2],batch of 100 test
0.1.5,10May2014 04:47:11,6172,512,02:45,2.62,432,17.4,14.1,28.7,39.8,[512 32 2 4 - 2 16 128 16 - 4 128 64 4 - 2 32 16 2],batch of 100 test
0.1.5,10May2014 04:49:48,6380,512,02:36,2.72,424,9.2,21.2,35.1,34.4,[2 4 2 512 - 32 256 64 16 - 8 32 16 4 - 2 4 8 2],batch of 100 test
0.1.5,10May2014 04:52:17,6320,512,02:27,2.86,420,14.0,19.0,26.7,40.2,[512 4 8 2 - 16 256 64 16 - 8 32 8 2 - 2 4 16 4],batch of 100 test
0.1.5,10May2014 04:57:34,14440,1024,05:16,2.64,834,13.9,13.1,31.9,41.1,[8 2 16 32 - 2 64 1024 16 - 512 128 32 4 - 2 4 16 2],batch of 100 test
0.1.5,10May2014 05:00:30,7000,512,02:55,2.74,479,12.9,16.1,31.1,39.9,[2 64 16 512 - 8 256 2 16 - 128 2 8 4 - 4 16 4 2],batch of 100 test
0.1.5,10May2014 05:02:10,3444,256,01:38,2.88,282,9.9,14.2,38.7,37.2,[2 4 16 2 - 32 64 256 8 - 16 128 32 4 - 2 4 64 2],batch of 100 test
0.1.5,10May2014 05:03:13,2412,256,01:02,3.06,190,14.7,12.6,26.8,45.8,[8 4 2 8 - 4 2 64 2 - 2 64 256 4 - 8 2 16 2],batch of 100 test
0.1.5,10May2014 05:05:59,6360,512,02:45,2.61,430,12.3,12.6,34.7,40.5,[4 8 16 512 - 2 256 8 64 - 4 32 16 2 - 2 16 4 8],batch of 100 test
0.1.5,10May2014 05:08:52,7016,512,02:52,2.76,475,14.1,18.9,32.4,34.5,[512 8 2 4 - 2 256 64 128 - 8 2 32 16 - 4 8 4 2],batch of 100 test
0.1.5,10May2014 05:13:15,12072,1024,04:22,2.71,711,14.2,15.9,31.6,38.3,[2 8 4 2 - 64 256 32 16 - 2 128 8 2 - 4 16 2 1024],batch of 100 test
0.1.5,10May2014 05:15:14,4368,256,01:58,2.85,336,11.6,14.6,34.8,39.0,[4 8 64 256 - 16 32 8 4 - 256 4 64 2 - 2 8 16 4],batch of 100 test
0.1.5,10May2014 05:17:02,3776,256,01:47,2.81,301,14.0,18.3,29.9,37.9,[2 32 2 8 - 128 16 128 4 - 4 64 256 2 - 2 8 2 16],batch of 100 test
0.1.5,10May2014 05:18:27,3076,256,01:25,2.95,251,15.1,11.2,34.3,39.4,[16 2 32 2 - 2 64 2 16 - 4 128 16 4 - 2 4 8 256],batch of 100 test
0.1.5,10May2014 05:21:54,7444,512,03:25,2.52,517,11.2,15.5,33.8,39.5,[512 64 4 2 - 32 256 128 16 - 4 64 32 8 - 2 8 4 2],batch of 100 test
0.1.5,10May2014 05:24:58,7356,512,03:03,2.79,511,12.5,12.9,33.7,40.9,[512 2 64 16 - 4 8 256 8 - 64 32 128 4 - 2 4 8 2],batch of 100 test
0.1.5,10May2014 05:27:58,7128,512,02:59,2.7,483,16.6,10.6,34.0,38.9,[2 4 32 2 - 16 256 4 8 - 2 32 128 2 - 512 4 16 64],batch of 100 test
0.1.5,10May2014 05:29:02,1600,128,01:03,2.67,168,19.6,20.8,22.0,37.5,[2 4 32 2 - 32 16 64 16 - 8 128 32 8 - 4 16 4 2],batch of 100 test
0.1.5,10May2014 05:32:28,7900,512,03:24,2.61,532,8.5,15.6,35.9,40.0,[2 256 2 512 - 8 32 4 16 - 2 256 32 8 - 4 16 4 2],batch of 100 test
0.1.5,10May2014 05:36:36,11428,1024,04:08,2.69,666,14.1,17.3,32.7,35.9,[8 2 8 4 - 32 1024 32 256 - 8 64 16 2 - 2 4 2 4],batch of 100 test
0.1.5,10May2014 05:39:08,6236,512,02:30,2.73,409,11.0,17.1,31.3,40.6,[2 8 2 512 - 4 256 4 2 - 8 32 16 8 - 4 64 4 2],batch of 100 test
0.1.5,10May2014 05:42:17,7064,512,03:09,2.55,482,13.5,13.1,30.3,43.2,[8 4 256 4 - 2 16 8 128 - 512 32 64 2 - 2 16 8 4],batch of 100 test
